case_id,row_index,true_target,predicted_class,predicted_probability,original_feature,display_feature,display_value,shap_value,direction,rank
GER_XAI_009,992,0,1,0.51524305,Attribute7,Employment duration,4 to < 7 years,-0.6156181693077087,decreases higher-risk model output,2
GER_XAI_009,992,0,1,0.51524305,Attribute6,Savings account status,Unknown or no savings account,-0.5556665658950806,decreases higher-risk model output,3
GER_XAI_009,992,0,1,0.51524305,Attribute15,Housing,Rent,0.2846178412437439,increases higher-risk model output,4
GER_XAI_009,992,0,1,0.51524305,Attribute3,Credit history,Existing credits paid duly to date,0.23801454901695251,increases higher-risk model output,5
GER_XAI_009,992,0,1,0.51524305,Attribute5,Credit amount (DM),1936,-0.21468286216259003,decreases higher-risk model output,6
GER_XAI_009,992,0,1,0.51524305,Attribute2,Credit duration (months),18,0.18592582643032074,increases higher-risk model output,7
GER_XAI_009,992,0,1,0.51524305,Attribute8,Installment rate (% disposable income),2,-0.17229405045509338,decreases higher-risk model output,8
GER_XAI_009,992,0,1,0.51524305,Attribute16,Existing credits at bank,2,0.12549284100532532,increases higher-risk model output,9
GER_XAI_009,992,0,1,0.51524305,Attribute19,Registered telephone,None,0.12535212934017181,increases higher-risk model output,10
GER_XAI_009,992,0,1,0.51524305,Attribute4,Credit purpose,Radio or television,-0.09524866193532944,decreases higher-risk model output,11
GER_XAI_009,992,0,1,0.51524305,Attribute14,Other installment plans,None,-0.08767078071832657,decreases higher-risk model output,12
GER_XAI_009,992,0,1,0.51524305,Attribute17,Job,Unskilled resident,-0.07263828814029694,decreases higher-risk model output,13
GER_XAI_009,992,0,1,0.51524305,Attribute10,Other debtors or guarantors,None,0.010615644976496696,increases higher-risk model output,14
GER_XAI_009,992,0,1,0.51524305,Attribute18,Dependants,1,0.009597325697541237,increases higher-risk model output,15
GER_XAI_009,992,0,1,0.51524305,Attribute12,Property,Car or other property,0.009431589394807816,increases higher-risk model output,16
GER_XAI_009,992,0,1,0.51524305,Attribute11,Residence duration,4,-0.007941235788166523,decreases higher-risk model output,17
GER_XAI_010,677,1,1,0.5176819,Attribute2,Credit duration (months),72,0.4556901156902313,increases higher-risk model output,1
GER_XAI_010,677,1,1,0.5176819,Attribute1,Checking account status,0 to < 200 DM,0.30092889070510864,increases higher-risk model output,2
GER_XAI_010,677,1,1,0.5176819,Attribute5,Credit amount (DM),5595,-0.22750656306743622,decreases higher-risk model output,3
GER_XAI_010,677,1,1,0.5176819,Attribute8,Installment rate (% disposable income),2,-0.18865498900413513,decreases higher-risk model output,4
GER_XAI_010,677,1,1,0.5176819,Attribute3,Credit history,Existing credits paid duly to date,0.15700513124465942,increases higher-risk model output,5
GER_XAI_010,677,1,1,0.5176819,Attribute6,Savings account status,100 to < 500 DM,-0.137730211019516,decreases higher-risk model output,6
GER_XAI_010,677,1,1,0.5176819,Attribute4,Credit purpose,Radio or television,-0.11482719331979752,decreases higher-risk model output,7
GER_XAI_010,677,1,1,0.5176819,Attribute14,Other installment plans,None,-0.09836945682764053,decreases higher-risk model output,8
GER_XAI_010,677,1,1,0.5176819,Attribute15,Housing,Own,-0.08821289241313934,decreases higher-risk model output,9
GER_XAI_010,677,1,1,0.5176819,Attribute16,Existing credits at bank,1,-0.06182147562503815,decreases higher-risk model output,10
GER_XAI_010,677,1,1,0.5176819,Attribute19,Registered telephone,None,0.03910578042268753,increases higher-risk model output,11
GER_XAI_010,677,1,1,0.5176819,Attribute17,Job,Skilled employee or official,-0.03426745533943176,decreases higher-risk model output,12
GER_XAI_010,677,1,1,0.5176819,Attribute11,Residence duration,2,0.023658329620957375,increases higher-risk model output,13
GER_XAI_010,677,1,1,0.5176819,Attribute18,Dependants,1,0.016371672973036766,increases higher-risk model output,14
GER_XAI_010,677,1,1,0.5176819,Attribute7,Employment duration,1 to < 4 years,-0.01633395627140999,decreases higher-risk model output,15
GER_XAI_010,677,1,1,0.5176819,Attribute10,Other debtors or guarantors,None,0.016317468136548996,increases higher-risk model output,16
GER_XAI_010,677,1,1,0.5176819,Attribute12,Property,Car or other property,-0.004916734993457794,decreases higher-risk model output,17
GER_XAI_011,817,0,0,0.011951139,Attribute1,Checking account status,No checking account,-1.1703389883041382,decreases higher-risk model output,1
GER_XAI_011,817,0,0,0.011951139,Attribute2,Credit duration (months),6,-1.1680001020431519,decreases higher-risk model output,2
GER_XAI_011,817,0,0,0.011951139,Attribute7,Employment duration,4 to < 7 years,-0.6682717204093933,decreases higher-risk model output,3
GER_XAI_011,817,0,0,0.011951139,Attribute3,Credit history,Critical account or other existing credits,-0.6544923782348633,decreases higher-risk model output,4
GER_XAI_011,817,0,0,0.011951139,Attribute5,Credit amount (DM),1554,-0.4856570363044739,decreases higher-risk model output,5
GER_XAI_011,817,0,0,0.011951139,Attribute15,Housing,Rent,0.2901342511177063,increases higher-risk model output,6
GER_XAI_011,817,0,0,0.011951139,Attribute4,Credit purpose,Radio or television,-0.25374409556388855,decreases higher-risk model output,7
GER_XAI_011,817,0,0,0.011951139,Attribute14,Other installment plans,None,-0.20851443707942963,decreases higher-risk model output,8
GER_XAI_011,817,0,0,0.011951139,Attribute19,Registered telephone,"Yes, registered in applicant's name",-0.14855167269706726,decreases higher-risk model output,9
GER_XAI_011,817,0,0,0.011951139,Attribute6,Savings account status,< 100 DM,0.10249359905719757,increases higher-risk model output,10
GER_XAI_011,817,0,0,0.011951139,Attribute8,Installment rate (% disposable income),1,-0.09702952206134796,decreases higher-risk model output,11
GER_XAI_011,817,0,0,0.011951139,Attribute16,Existing credits at bank,2,0.07173381000757217,increases higher-risk model output,12
GER_XAI_011,817,0,0,0.011951139,Attribute10,Other debtors or guarantors,None,-0.043044883757829666,decreases higher-risk model output,13
GER_XAI_011,817,0,0,0.011951139,Attribute17,Job,Skilled employee or official,-0.04280363768339157,decreases higher-risk model output,14
GER_XAI_011,817,0,0,0.011951139,Attribute11,Residence duration,2,0.02127637155354023,increases higher-risk model output,15
GER_XAI_011,817,0,0,0.011951139,Attribute18,Dependants,1,0.0038738830480724573,increases higher-risk model output,16
GER_XAI_011,817,0,0,0.011951139,Attribute12,Property,Car or other property,0.0017118901014328003,increases higher-risk model output,17
GER_XAI_012,234,0,0,0.012772601,Attribute2,Credit duration (months),4,-1.3163254261016846,decreases higher-risk model output,1
GER_XAI_012,234,0,0,0.012772601,Attribute1,Checking account status,No checking account,-0.9142463207244873,decreases higher-risk model output,2
GER_XAI_012,234,0,0,0.012772601,Attribute3,Credit history,Critical account or other existing credits,-0.6435381174087524,decreases higher-risk model output,3
GER_XAI_012,234,0,0,0.012772601,Attribute7,Employment duration,4 to < 7 years,-0.4539720118045807,decreases higher-risk model output,4
GER_XAI_012,234,0,0,0.012772601,Attribute5,Credit amount (DM),1544,-0.3699212670326233,decreases higher-risk model output,5
GER_XAI_012,234,0,0,0.012772601,Attribute4,Credit purpose,Radio or television,-0.2523709237575531,decreases higher-risk model output,6
GER_XAI_012,234,0,0,0.012772601,Attribute14,Other installment plans,None,-0.18852250277996063,decreases higher-risk model output,7
GER_XAI_012,234,0,0,0.012772601,Attribute12,Property,Real estate,-0.15827307105064392,decreases higher-risk model output,8
GER_XAI_012,234,0,0,0.012772601,Attribute8,Installment rate (% disposable income),2,-0.1159522533416748,decreases higher-risk model output,9
GER_XAI_012,234,0,0,0.012772601,Attribute15,Housing,Own,-0.1068526953458786,decreases higher-risk model output,10
GER_XAI_012,234,0,0,0.012772601,Attribute6,Savings account status,< 100 DM,0.09185748547315598,increases higher-risk model output,11
GER_XAI_012,234,0,0,0.012772601,Attribute19,Registered telephone,None,0.05456501990556717,increases higher-risk model output,12
GER_XAI_012,234,0,0,0.012772601,Attribute16,Existing credits at bank,3,0.04300611466169357,increases higher-risk model output,13
GER_XAI_012,234,0,0,0.012772601,Attribute10,Other debtors or guarantors,None,-0.041292283684015274,decreases higher-risk model output,14
GER_XAI_012,234,0,0,0.012772601,Attribute17,Job,Unskilled resident,-0.026059847325086594,decreases higher-risk model output,15
GER_XAI_012,234,0,0,0.012772601,Attribute11,Residence duration,1,0.01228412427008152,increases higher-risk model output,16
GER_XAI_012,234,0,0,0.012772601,Attribute18,Dependants,2,0.0036962602753192186,increases higher-risk model output,17
GER_XAI_013,159,0,0,0.014923423,Attribute2,Credit duration (months),6,-1.239925742149353,decreases higher-risk model output,1
GER_XAI_013,159,0,0,0.014923423,Attribute1,Checking account status,No checking account,-0.8234429359436035,decreases higher-risk model output,2
GER_XAI_013,159,0,0,0.014923423,Attribute3,Credit history,Critical account or other existing credits,-0.6638224124908447,decreases higher-risk model output,3
GER_XAI_013,159,0,0,0.014923423,Attribute6,Savings account status,Unknown or no savings account,-0.30801698565483093,decreases higher-risk model output,4
GER_XAI_013,159,0,0,0.014923423,Attribute4,Credit purpose,Radio or television,-0.25401583313941956,decreases higher-risk model output,5
GER_XAI_013,159,0,0,0.014923423,Attribute5,Credit amount (DM),1898,-0.2533471882343292,decreases higher-risk model output,6
GER_XAI_013,159,0,0,0.014923423,Attribute14,Other installment plans,None,-0.23012080788612366,decreases higher-risk model output,7
GER_XAI_013,159,0,0,0.014923423,Attribute12,Property,Real estate,-0.16773554682731628,decreases higher-risk model output,8
GER_XAI_013,159,0,0,0.014923423,Attribute8,Installment rate (% disposable income),1,-0.16174961626529694,decreases higher-risk model output,9
GER_XAI_013,159,0,0,0.014923423,Attribute15,Housing,Own,-0.14145313203334808,decreases higher-risk model output,10
GER_XAI_013,159,0,0,0.014923423,Attribute19,Registered telephone,None,0.05800740420818329,increases higher-risk model output,11
GER_XAI_013,159,0,0,0.014923423,Attribute7,Employment duration,1 to < 4 years,-0.04733198508620262,decreases higher-risk model output,12
GER_XAI_013,159,0,0,0.014923423,Attribute16,Existing credits at bank,2,0.03476071357727051,increases higher-risk model output,13
GER_XAI_013,159,0,0,0.014923423,Attribute10,Other debtors or guarantors,None,-0.034484803676605225,decreases higher-risk model output,14
GER_XAI_013,159,0,0,0.014923423,Attribute11,Residence duration,2,0.011234014295041561,increases higher-risk model output,15
GER_XAI_013,159,0,0,0.014923423,Attribute18,Dependants,2,-0.005813878960907459,decreases higher-risk model output,16
GER_XAI_013,159,0,0,0.014923423,Attribute17,Job,Unskilled resident,0.003150736913084984,increases higher-risk model output,17
GER_XAI_014,523,0,0,0.020744441,Attribute1,Checking account status,No checking account,-1.3455818891525269,decreases higher-risk model output,1
GER_XAI_014,523,0,0,0.020744441,Attribute5,Credit amount (DM),3488,-0.9505359530448914,decreases higher-risk model output,2
GER_XAI_014,523,0,0,0.020744441,Attribute4,Credit purpose,Used car,-0.8815328478813171,decreases higher-risk model output,3
GER_XAI_014,523,0,0,0.020744441,Attribute7,Employment duration,4 to < 7 years,-0.6675464510917664,decreases higher-risk model output,4
GER_XAI_014,523,0,0,0.020744441,Attribute14,Other installment plans,None,-0.17921097576618195,decreases higher-risk model output,5
GER_XAI_014,523,0,0,0.020744441,Attribute3,Credit history,Existing credits paid duly to date,0.11996494233608246,increases higher-risk model output,6
GER_XAI_014,523,0,0,0.020744441,Attribute19,Registered telephone,None,0.0966176763176918,increases higher-risk model output,7
GER_XAI_014,523,0,0,0.020744441,Attribute15,Housing,Own,-0.06995465606451035,decreases higher-risk model output,8
