case_id,row_index,true_target,predicted_class,predicted_probability,lime_local_prediction,lime_intercept,local_fidelity_r2,feature_rule,original_feature,display_feature,display_rule,display_value,lime_weight,direction,rank
GER_XAI_007,653,1,1,0.5034409,0.6833241713711234,0.35575162307816244,0.17493893399821348,Attribute4=New car,Attribute4,Credit purpose,Credit purpose=New car,New car,0.06172482227907922,increases local higher-risk prediction,5
GER_XAI_008,944,0,1,0.5135554,0.6583342450538682,0.28661626974892823,0.22507452344865586,Attribute1=< 0 DM,Attribute1,Checking account status,Checking account status=< 0 DM,< 0 DM,0.1916206999135309,increases local higher-risk prediction,1
GER_XAI_008,944,0,1,0.5135554,0.6583342450538682,0.28661626974892823,0.22507452344865586,Attribute7=< 1 year,Attribute7,Employment duration,Employment duration=< 1 year,< 1 year,0.10258559067447659,increases local higher-risk prediction,2
GER_XAI_008,944,0,1,0.5135554,0.6583342450538682,0.28661626974892823,0.22507452344865586,Attribute6=< 100 DM,Attribute6,Savings account status,Savings account status=< 100 DM,< 100 DM,0.09865723398669313,increases local higher-risk prediction,3
GER_XAI_008,944,0,1,0.5135554,0.6583342450538682,0.28661626974892823,0.22507452344865586,Attribute14=None,Attribute14,Other installment plans,Other installment plans=None,None,-0.09430365528728062,decreases local higher-risk prediction,4
GER_XAI_008,944,0,1,0.5135554,0.6583342450538682,0.28661626974892823,0.22507452344865586,Attribute3=Existing credits paid duly to date,Attribute3,Credit history,Credit history=Existing credits paid duly to date,Existing credits paid duly to date,0.0731581060175199,increases local higher-risk prediction,5
GER_XAI_009,992,0,1,0.51524305,0.38028073660628764,0.397652591371006,0.20597670234445042,Attribute1=< 0 DM,Attribute1,Checking account status,Checking account status=< 0 DM,< 0 DM,0.192453353650638,increases local higher-risk prediction,1
GER_XAI_009,992,0,1,0.51524305,0.38028073660628764,0.397652591371006,0.20597670234445042,Attribute14=None,Attribute14,Other installment plans,Other installment plans=None,None,-0.09654620303748057,decreases local higher-risk prediction,2
GER_XAI_009,992,0,1,0.51524305,0.38028073660628764,0.397652591371006,0.20597670234445042,Attribute6=Unknown or no savings account,Attribute6,Savings account status,Savings account status=Unknown or no savings account,Unknown or no savings account,-0.09628624027472248,decreases local higher-risk prediction,3
GER_XAI_009,992,0,1,0.51524305,0.38028073660628764,0.397652591371006,0.20597670234445042,Attribute7=4 to < 7 years,Attribute7,Employment duration,Employment duration=4 to < 7 years,4 to < 7 years,-0.09068214217112458,decreases local higher-risk prediction,4
GER_XAI_009,992,0,1,0.51524305,0.38028073660628764,0.397652591371006,0.20597670234445042,Attribute3=Existing credits paid duly to date,Attribute3,Credit history,Credit history=Existing credits paid duly to date,Existing credits paid duly to date,0.07368937706797124,increases local higher-risk prediction,5
GER_XAI_010,677,1,1,0.5176819,0.6687182034531891,0.33356651521586295,0.18271117547481242,Attribute2 > 24.00,Attribute2,Credit duration (months),Credit duration (months) > 24.00,72,0.13983173894268908,increases local higher-risk prediction,1
GER_XAI_010,677,1,1,0.5176819,0.6687182034531891,0.33356651521586295,0.18271117547481242,Attribute5 > 3933.00,Attribute5,Credit amount (DM),Credit amount (DM) > 3933.00,5595,0.11593891556507749,increases local higher-risk prediction,2
GER_XAI_010,677,1,1,0.5176819,0.6687182034531891,0.33356651521586295,0.18271117547481242,Attribute1=0 to < 200 DM,Attribute1,Checking account status,Checking account status=0 to < 200 DM,0 to < 200 DM,0.10922575520908517,increases local higher-risk prediction,3
GER_XAI_010,677,1,1,0.5176819,0.6687182034531891,0.33356651521586295,0.18271117547481242,Attribute14=None,Attribute14,Other installment plans,Other installment plans=None,None,-0.09739957166478386,decreases local higher-risk prediction,4
GER_XAI_010,677,1,1,0.5176819,0.6687182034531891,0.33356651521586295,0.18271117547481242,Attribute3=Existing credits paid duly to date,Attribute3,Credit history,Credit history=Existing credits paid duly to date,Existing credits paid duly to date,0.06755485018525828,increases local higher-risk prediction,5
GER_XAI_011,817,0,0,0.011951139,0.028234200648930563,0.611362522856063,0.5158710590274549,Attribute1=No checking account,Attribute1,Checking account status,Checking account status=No checking account,No checking account,-0.24930856163195395,decreases local higher-risk prediction,1
GER_XAI_011,817,0,0,0.011951139,0.028234200648930563,0.611362522856063,0.5158710590274549,Attribute2 <= 12.00,Attribute2,Credit duration (months),Credit duration (months) <= 12.00,6,-0.1963652615408202,decreases local higher-risk prediction,2
GER_XAI_011,817,0,0,0.011951139,0.028234200648930563,0.611362522856063,0.5158710590274549,Attribute3=Critical account or other existing credits,Attribute3,Credit history,Credit history=Critical account or other existing credits,Critical account or other existing credits,-0.13235462430644215,decreases local higher-risk prediction,3
GER_XAI_011,817,0,0,0.011951139,0.028234200648930563,0.611362522856063,0.5158710590274549,Attribute14=None,Attribute14,Other installment plans,Other installment plans=None,None,-0.09713472477836914,decreases local higher-risk prediction,4
GER_XAI_011,817,0,0,0.011951139,0.028234200648930563,0.611362522856063,0.5158710590274549,Attribute6=< 100 DM,Attribute6,Savings account status,Savings account status=< 100 DM,< 100 DM,0.09203485005045306,increases local higher-risk prediction,5
GER_XAI_012,234,0,0,0.012772601,-0.032666484087329084,0.5495170482127562,0.5162395864281086,Attribute1=No checking account,Attribute1,Checking account status,Checking account status=No checking account,No checking account,-0.24934425360387305,decreases local higher-risk prediction,1
GER_XAI_012,234,0,0,0.012772601,-0.032666484087329084,0.5495170482127562,0.5162395864281086,Attribute2 <= 12.00,Attribute2,Credit duration (months),Credit duration (months) <= 12.00,4,-0.19676264581594752,decreases local higher-risk prediction,2
GER_XAI_012,234,0,0,0.012772601,-0.032666484087329084,0.5495170482127562,0.5162395864281086,Attribute3=Critical account or other existing credits,Attribute3,Credit history,Credit history=Critical account or other existing credits,Critical account or other existing credits,-0.13311088946658522,decreases local higher-risk prediction,3
GER_XAI_012,234,0,0,0.012772601,-0.032666484087329084,0.5495170482127562,0.5162395864281086,Attribute7=4 to < 7 years,Attribute7,Employment duration,Employment duration=4 to < 7 years,4 to < 7 years,-0.09364002253063967,decreases local higher-risk prediction,4
GER_XAI_012,234,0,0,0.012772601,-0.032666484087329084,0.5495170482127562,0.5162395864281086,Attribute6=< 100 DM,Attribute6,Savings account status,Savings account status=< 100 DM,< 100 DM,0.0906742791169603,increases local higher-risk prediction,5
GER_XAI_013,159,0,0,0.014923423,-0.08705048664359416,0.6825046287025727,0.5023321488554422,Attribute1=No checking account,Attribute1,Checking account status,Checking account status=No checking account,No checking account,-0.24716938538760755,decreases local higher-risk prediction,1
GER_XAI_013,159,0,0,0.014923423,-0.08705048664359416,0.6825046287025727,0.5023321488554422,Attribute2 <= 12.00,Attribute2,Credit duration (months),Credit duration (months) <= 12.00,6,-0.19742047314906888,decreases local higher-risk prediction,2
GER_XAI_013,159,0,0,0.014923423,-0.08705048664359416,0.6825046287025727,0.5023321488554422,Attribute3=Critical account or other existing credits,Attribute3,Credit history,Credit history=Critical account or other existing credits,Critical account or other existing credits,-0.13346865495942917,decreases local higher-risk prediction,3
GER_XAI_013,159,0,0,0.014923423,-0.08705048664359416,0.6825046287025727,0.5023321488554422,Attribute14=None,Attribute14,Other installment plans,Other installment plans=None,None,-0.09762045862755996,decreases local higher-risk prediction,4
GER_XAI_013,159,0,0,0.014923423,-0.08705048664359416,0.6825046287025727,0.5023321488554422,Attribute6=Unknown or no savings account,Attribute6,Savings account status,Savings account status=Unknown or no savings account,Unknown or no savings account,-0.09387614322250128,decreases local higher-risk prediction,5
GER_XAI_014,523,0,0,0.020744441,0.009423687287353877,0.5164703153791101,0.3566836979342606,Attribute1=No checking account,Attribute1,Checking account status,Checking account status=No checking account,No checking account,-0.25254854290807666,decreases local higher-risk prediction,1
GER_XAI_014,523,0,0,0.020744441,0.009423687287353877,0.5164703153791101,0.3566836979342606,Attribute4=Used car,Attribute4,Credit purpose,Credit purpose=Used car,Used car,-0.1490402803322291,decreases local higher-risk prediction,2
GER_XAI_014,523,0,0,0.020744441,0.009423687287353877,0.5164703153791101,0.3566836979342606,Attribute7=4 to < 7 years,Attribute7,Employment duration,Employment duration=4 to < 7 years,4 to < 7 years,-0.10285157821764933,decreases local higher-risk prediction,3
GER_XAI_014,523,0,0,0.020744441,0.009423687287353877,0.5164703153791101,0.3566836979342606,2317.00 < Attribute5 <= 3933.00,Attribute5,Credit amount (DM),2317.00 < Credit amount (DM) <= 3933.00,3488,-0.09397647859403314,decreases local higher-risk prediction,4
GER_XAI_014,523,0,0,0.020744441,0.009423687287353877,0.5164703153791101,0.3566836979342606,18.00 < Attribute2 <= 24.00,Attribute2,Credit duration (months),18.00 < Credit duration (months) <= 24.00,24,0.09137025196023202,increases local higher-risk prediction,5
GER_XAI_015,860,0,0,0.024179073,0.06155222967458851,0.5865808524118946,0.4066488438348873,Attribute1=No checking account,Attribute1,Checking account status,Checking account status=No checking account,No checking account,-0.24737136729942688,decreases local higher-risk prediction,1
GER_XAI_015,860,0,0,0.024179073,0.06155222967458851,0.5865808524118946,0.4066488438348873,Attribute4=Used car,Attribute4,Credit purpose,Credit purpose=Used car,Used car,-0.15146298241305062,decreases local higher-risk prediction,2
GER_XAI_015,860,0,0,0.024179073,0.06155222967458851,0.5865808524118946,0.4066488438348873,Attribute3=Critical account or other existing credits,Attribute3,Credit history,Credit history=Critical account or other existing credits,Critical account or other existing credits,-0.13656925603369902,decreases local higher-risk prediction,3
GER_XAI_015,860,0,0,0.024179073,0.06155222967458851,0.5865808524118946,0.4066488438348873,Attribute5 > 3933.00,Attribute5,Credit amount (DM),Credit amount (DM) > 3933.00,5804,0.11021585569038332,increases local higher-risk prediction,4
GER_XAI_015,860,0,0,0.024179073,0.06155222967458851,0.5865808524118946,0.4066488438348873,Attribute14=None,Attribute14,Other installment plans,Other installment plans=None,None,-0.09984087268151288,decreases local higher-risk prediction,5
GER_XAI_016,293,0,0,0.48432785,0.38459453764526685,0.3185534132054377,0.23025677832716895,Attribute4=Used car,Attribute4,Credit purpose,Credit purpose=Used car,Used car,-0.1473366639793632,decreases local higher-risk prediction,1
GER_XAI_016,293,0,0,0.48432785,0.38459453764526685,0.3185534132054377,0.23025677832716895,Attribute2 > 24.00,Attribute2,Credit duration (months),Credit duration (months) > 24.00,42,0.14261636106304335,increases local higher-risk prediction,2
GER_XAI_016,293,0,0,0.48432785,0.38459453764526685,0.3185534132054377,0.23025677832716895,Attribute3=Critical account or other existing credits,Attribute3,Credit history,Credit history=Critical account or other existing credits,Critical account or other existing credits,-0.1341833978366217,decreases local higher-risk prediction,3
GER_XAI_016,293,0,0,0.48432785,0.38459453764526685,0.3185534132054377,0.23025677832716895,Attribute5 > 3933.00,Attribute5,Credit amount (DM),Credit amount (DM) > 3933.00,4796,0.10882466090437395,increases local higher-risk prediction,4
GER_XAI_016,293,0,0,0.48432785,0.38459453764526685,0.3185534132054377,0.23025677832716895,Attribute6=< 100 DM,Attribute6,Savings account status,Savings account status=< 100 DM,< 100 DM,0.09612016428839676,increases local higher-risk prediction,5
GER_XAI_017,297,0,0,0.48025113,0.04067943616276326,0.6080615725192529,0.4625781769771018,Attribute1=No checking account,Attribute1,Checking account status,Checking account status=No checking account,No checking account,-0.251363603114419,decreases local higher-risk prediction,1
GER_XAI_017,297,0,0,0.48025113,0.04067943616276326,0.6080615725192529,0.4625781769771018,Attribute2 <= 12.00,Attribute2,Credit duration (months),Credit duration (months) <= 12.00,10,-0.20037746981415144,decreases local higher-risk prediction,2
GER_XAI_017,297,0,0,0.48025113,0.04067943616276326,0.6080615725192529,0.4625781769771018,Attribute14=None,Attribute14,Other installment plans,Other installment plans=None,None,-0.09680309900286352,decreases local higher-risk prediction,3
GER_XAI_017,297,0,0,0.48025113,0.04067943616276326,0.6080615725192529,0.4625781769771018,Attribute6=Unknown or no savings account,Attribute6,Savings account status,Savings account status=Unknown or no savings account,Unknown or no savings account,-0.09272830926608557,decreases local higher-risk prediction,4
GER_XAI_017,297,0,0,0.48025113,0.04067943616276326,0.6080615725192529,0.4625781769771018,Attribute3=Existing credits paid duly to date,Attribute3,Credit history,Credit history=Existing credits paid duly to date,Existing credits paid duly to date,0.07389034484102994,increases local higher-risk prediction,5
GER_XAI_018,579,0,0,0.47793216,0.3660666074783521,0.44188765797557505,0.3567154064098128,Attribute1=No checking account,Attribute1,Checking account status,Checking account status=No checking account,No checking account,-0.2547373510005094,decreases local higher-risk prediction,1
GER_XAI_018,579,0,0,0.47793216,0.3660666074783521,0.44188765797557505,0.3567154064098128,Attribute6=< 100 DM,Attribute6,Savings account status,Savings account status=< 100 DM,< 100 DM,0.10134502389874146,increases local higher-risk prediction,2
GER_XAI_018,579,0,0,0.47793216,0.3660666074783521,0.44188765797557505,0.3567154064098128,Attribute7=< 1 year,Attribute7,Employment duration,Employment duration=< 1 year,< 1 year,0.09989694135367261,increases local higher-risk prediction,3
GER_XAI_018,579,0,0,0.47793216,0.3660666074783521,0.44188765797557505,0.3567154064098128,Attribute14=None,Attribute14,Other installment plans,Other installment plans=None,None,-0.09680095548847081,decreases local higher-risk prediction,4
GER_XAI_018,579,0,0,0.47793216,0.3660666074783521,0.44188765797557505,0.3567154064098128,Attribute3=Existing credits paid duly to date,Attribute3,Credit history,Credit history=Existing credits paid duly to date,Existing credits paid duly to date,0.07447529073934327,increases local higher-risk prediction,5
GER_XAI_019,804,0,0,0.4572692,0.4338257854721557,0.4372647409996404,0.28746249107059807,Attribute2 <= 12.00,Attribute2,Credit duration (months),Credit duration (months) <= 12.00,12,-0.20510449667049088,decreases local higher-risk prediction,1
GER_XAI_019,804,0,0,0.4572692,0.4338257854721557,0.4372647409996404,0.28746249107059807,Attribute5 > 3933.00,Attribute5,Credit amount (DM),Credit amount (DM) > 3933.00,7472,0.12337240869821638,increases local higher-risk prediction,2
GER_XAI_019,804,0,0,0.4572692,0.4338257854721557,0.4372647409996404,0.28746249107059807,Attribute1=0 to < 200 DM,Attribute1,Checking account status,Checking account status=0 to < 200 DM,0 to < 200 DM,0.10670260720184559,increases local higher-risk prediction,3
GER_XAI_019,804,0,0,0.4572692,0.4338257854721557,0.4372647409996404,0.28746249107059807,Attribute14=None,Attribute14,Other installment plans,Other installment plans=None,None,-0.09592935128386354,decreases local higher-risk prediction,4
GER_XAI_019,804,0,0,0.4572692,0.4338257854721557,0.4372647409996404,0.28746249107059807,Attribute3=Existing credits paid duly to date,Attribute3,Credit history,Credit history=Existing credits paid duly to date,Existing credits paid duly to date,0.06751987652680776,increases local higher-risk prediction,5
GER_XAI_020,263,0,0,0.45461446,-0.020420109256400254,0.5598925440597315,0.5185582804521018,Attribute1=No checking account,Attribute1,Checking account status,Checking account status=No checking account,No checking account,-0.24553720009704685,decreases local higher-risk prediction,1
GER_XAI_020,263,0,0,0.45461446,-0.020420109256400254,0.5598925440597315,0.5185582804521018,Attribute2 <= 12.00,Attribute2,Credit duration (months),Credit duration (months) <= 12.00,12,-0.1987818807421633,decreases local higher-risk prediction,2
GER_XAI_020,263,0,0,0.45461446,-0.020420109256400254,0.5598925440597315,0.5185582804521018,Attribute3=Critical account or other existing credits,Attribute3,Credit history,Credit history=Critical account or other existing credits,Critical account or other existing credits,-0.13299958107313986,decreases local higher-risk prediction,3
GER_XAI_020,263,0,0,0.45461446,-0.020420109256400254,0.5598925440597315,0.5185582804521018,2317.00 < Attribute5 <= 3933.00,Attribute5,Credit amount (DM),2317.00 < Credit amount (DM) <= 3933.00,2748,-0.09485151043354585,decreases local higher-risk prediction,4
GER_XAI_020,263,0,0,0.45461446,-0.020420109256400254,0.5598925440597315,0.5185582804521018,Attribute6=< 100 DM,Attribute6,Savings account status,Savings account status=< 100 DM,< 100 DM,0.09185751902976413,increases local higher-risk prediction,5
