case_id,rank,original_feature,display_feature,display_value,shap_value,direction
XAI_013,1,CREDIT_ANNUITY_RATIO,Credit-to-annuity ratio,10.0,-1.0730336904525757,decreases model risk output
XAI_013,2,AMT_GOODS_PRICE,Goods price,2250000.0,-0.7870588302612305,decreases model risk output
XAI_013,3,NAME_CONTRACT_TYPE,Contract type: Cash loans,Revolving loans,-0.6683409810066223,decreases model risk output
XAI_013,4,NAME_INCOME_TYPE,Income type: State servant,State servant,-0.2678167223930359,decreases model risk output
XAI_013,5,AMT_CREDIT,Requested credit amount,2250000.0,-0.20986728370189667,decreases model risk output
XAI_014,1,CREDIT_ANNUITY_RATIO,Credit-to-annuity ratio,10.0,-0.9807789921760559,decreases model risk output
XAI_014,2,AMT_GOODS_PRICE,Goods price,2250000.0,-0.7364824414253235,decreases model risk output
XAI_014,3,NAME_CONTRACT_TYPE,Contract type: Cash loans,Revolving loans,-0.6300936341285706,decreases model risk output
XAI_014,4,EMPLOYMENT_YEARS,Employment duration,17.196440793976727,-0.5155422687530518,decreases model risk output
XAI_014,5,AMT_CREDIT,Requested credit amount,2250000.0,-0.24264253675937653,decreases model risk output
XAI_015,1,EMPLOYMENT_YEARS,Employment duration,37.02395619438741,-1.2983218431472778,decreases model risk output
XAI_015,2,CREDIT_ANNUITY_RATIO,Credit-to-annuity ratio,17.874652179674044,-0.7649360299110413,decreases model risk output
XAI_015,3,AMT_ANNUITY,Annuity amount,67923.0,-0.6692649722099304,decreases model risk output
XAI_015,4,AMT_GOODS_PRICE,Goods price,1125000.0,-0.6548660397529602,decreases model risk output
XAI_015,5,NAME_INCOME_TYPE,Income type: Working,Commercial associate,-0.10741425305604935,decreases model risk output
XAI_016,1,CREDIT_ANNUITY_RATIO,Credit-to-annuity ratio,23.507494046785265,-0.2851176857948303,decreases model risk output
XAI_016,2,EMPLOYMENT_YEARS,Employment duration,2.1711156741957565,0.22435985505580902,increases model risk output
XAI_016,3,AMT_ANNUITY,Annuity amount,32125.5,0.11039482802152634,increases model risk output
XAI_016,4,NAME_INCOME_TYPE,Income type: Working,Commercial associate,-0.10859304666519165,decreases model risk output
XAI_016,5,AMT_GOODS_PRICE,Goods price,675000.0,-0.08672144263982773,decreases model risk output
XAI_017,1,CREDIT_ANNUITY_RATIO,Credit-to-annuity ratio,23.475690607734805,-0.30845898389816284,decreases model risk output
XAI_017,2,EMPLOYMENT_YEARS,Employment duration,0.3066392881587953,0.20129787921905518,increases model risk output
XAI_017,3,NAME_INCOME_TYPE,Income type: Working,Working,0.0927514135837555,increases model risk output
XAI_017,4,AMT_GOODS_PRICE,Goods price,463500.0,-0.09191425144672394,decreases model risk output
XAI_017,5,ANNUITY_INCOME_RATIO,Annuity-to-income ratio,0.11804347826086957,-0.039127279072999954,decreases model risk output
XAI_018,1,EMPLOYMENT_YEARS,Employment duration,7.745379876796714,-0.11786459386348724,decreases model risk output
XAI_018,2,AMT_GOODS_PRICE,Goods price,675000.0,-0.0992596223950386,decreases model risk output
XAI_018,3,NAME_INCOME_TYPE,Income type: Working,Working,0.09776433557271957,increases model risk output
XAI_018,4,AMT_ANNUITY,Annuity amount,21775.5,-0.04667661339044571,decreases model risk output
XAI_018,5,AMT_REQ_CREDIT_BUREAU_YEAR,Credit enquiries in previous year,4.0,0.03704944998025894,increases model risk output
XAI_019,1,EMPLOYMENT_YEARS,Employment duration,0.2683093771389459,0.17875443398952484,increases model risk output
XAI_019,2,CREDIT_ANNUITY_RATIO,Credit-to-annuity ratio,25.621511922881787,0.15663698315620422,increases model risk output
XAI_019,3,AMT_CREDIT,Requested credit amount,454500.0,-0.15489070117473602,decreases model risk output
XAI_019,4,AMT_GOODS_PRICE,Goods price,454500.0,-0.12942442297935486,decreases model risk output
XAI_019,5,NAME_INCOME_TYPE,Income type: Working,Working,0.10606512427330017,increases model risk output
XAI_020,1,NAME_CONTRACT_TYPE,Contract type: Cash loans,Revolving loans,-0.32882022857666016,decreases model risk output
XAI_020,2,EMPLOYMENT_YEARS,Employment duration,1.2566735112936345,0.3099524974822998,increases model risk output
XAI_020,3,AMT_GOODS_PRICE,Goods price,247500.0,0.16133876144886017,increases model risk output
XAI_020,4,AMT_ANNUITY,Annuity amount,12375.0,-0.10479491204023361,decreases model risk output
XAI_020,5,NAME_INCOME_TYPE,Income type: Working,Working,0.0987631306052208,increases model risk output
