case_id,row_index,true_target,predicted_class,predicted_probability,original_feature,display_feature,display_value,special_state,shap_value,direction,rank
HELOC_XAI_002,9808,1,1,0.9451859,percentage_of_installment_trades,Percentage Of Installment Trades,70,,0.40837597846984863,increases model at-risk output,3
HELOC_XAI_002,9808,1,1,0.9451859,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,0,,0.24271434545516968,increases model at-risk output,4
HELOC_XAI_002,9808,1,1,0.9451859,number_of_satisfactory_trades,Number Of Satisfactory Trades,10,,0.1663983166217804,increases model at-risk output,5
HELOC_XAI_002,9808,1,1,0.9451859,percentage_trades_with_balance,Percentage Trades With Balance,100,,0.15522602200508118,increases model at-risk output,6
HELOC_XAI_002,9808,1,1,0.9451859,nr_banks_with_high_ratio,Number Of Banks With High Ratio,special code -8,special code -8 (meaning unverified),0.1469101905822754,increases model at-risk output,7
HELOC_XAI_002,9808,1,1,0.9451859,percentage_of_legal_trades,Percentage Of Legal Trades,100,,-0.13013866543769836,decreases model at-risk output,8
HELOC_XAI_002,9808,1,1,0.9451859,nr_revolving_trades_with_balance,Number Of Revolving Trades With Balance,2,,-0.0764005035161972,decreases model at-risk output,9
HELOC_XAI_002,9808,1,1,0.9451859,months_since_first_trade,Months Since First Trade,45,,0.07460210472345352,increases model at-risk output,10
HELOC_XAI_002,9808,1,1,0.9451859,nr_trades_insolvent_for_over_60_days,Number Of Trades Insolvent For Over 60 Days,2,,0.07393995672464371,increases model at-risk output,11
HELOC_XAI_002,9808,1,1,0.9451859,nr_trades_insolvent_for_over_90_days,Number Of Trades Insolvent For Over 90 Days,2,,0.06041176989674568,increases model at-risk output,12
HELOC_XAI_002,9808,1,1,0.9451859,net_fraction_of_installment_burden,Net Fraction Of Installment Burden,95,,0.034248244017362595,increases model at-risk output,13
HELOC_XAI_002,9808,1,1,0.9451859,nr_inquiries_in_last_6_months,Number Of Inquiries In Last 6 Months,1,,-0.033208079636096954,decreases model at-risk output,14
HELOC_XAI_002,9808,1,1,0.9451859,months_since_last_illegal_trade,Months Since Last Illegal Trade,special code -7,special code -7 (meaning unverified),0.025484658777713776,increases model at-risk output,15
HELOC_XAI_002,9808,1,1,0.9451859,maximum_illegal_trades,Maximum Illegal Trades,8,,0.02206496149301529,increases model at-risk output,16
HELOC_XAI_002,9808,1,1,0.9451859,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,6,,-0.020497038960456848,decreases model at-risk output,17
HELOC_XAI_002,9808,1,1,0.9451859,nr_total_trades,Number Of Total Trades,12,,0.016335688531398773,increases model at-risk output,18
HELOC_XAI_002,9808,1,1,0.9451859,nr_installment_trades_with_balance,Number Of Installment Trades With Balance,3,,-0.01465796772390604,decreases model at-risk output,19
HELOC_XAI_002,9808,1,1,0.9451859,months_since_last_trade,Months Since Last Trade,5,,-0.005822763312608004,decreases model at-risk output,20
HELOC_XAI_002,9808,1,1,0.9451859,nr_trades_initiated_in_last_year,Number Of Trades Initiated In Last Year,3,,0.0012710659066215158,increases model at-risk output,21
HELOC_XAI_002,9808,1,1,0.9451859,nr_inquiries_in_last_6_months_not_recent,Number Of Inquiries In Last 6 Months Not Recent,1,,-0.00023895202321000397,decreases model at-risk output,22
HELOC_XAI_003,1706,1,1,0.94406813,average_duration_of_resolution,Average Duration Of Resolution,26,,0.7790467739105225,increases model at-risk output,1
HELOC_XAI_003,1706,1,1,0.94406813,percentage_of_installment_trades,Percentage Of Installment Trades,67,,0.4073094427585602,increases model at-risk output,2
HELOC_XAI_003,1706,1,1,0.94406813,percentage_of_legal_trades,Percentage Of Legal Trades,83,,0.3328152894973755,increases model at-risk output,3
HELOC_XAI_003,1706,1,1,0.94406813,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,61,,0.27632829546928406,increases model at-risk output,4
HELOC_XAI_003,1706,1,1,0.94406813,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,0,,0.25596320629119873,increases model at-risk output,5
HELOC_XAI_003,1706,1,1,0.94406813,months_since_first_trade,Months Since First Trade,76,,0.18501992523670197,increases model at-risk output,6
HELOC_XAI_003,1706,1,1,0.94406813,months_since_last_illegal_trade,Months Since Last Illegal Trade,56,,-0.1723501980304718,decreases model at-risk output,7
HELOC_XAI_003,1706,1,1,0.94406813,months_since_last_trade,Months Since Last Trade,1,,0.13176843523979187,increases model at-risk output,8
HELOC_XAI_003,1706,1,1,0.94406813,nr_revolving_trades_with_balance,Number Of Revolving Trades With Balance,6,,0.12215303629636765,increases model at-risk output,9
HELOC_XAI_003,1706,1,1,0.94406813,percentage_trades_with_balance,Percentage Trades With Balance,100,,0.11420375108718872,increases model at-risk output,10
HELOC_XAI_003,1706,1,1,0.94406813,number_of_satisfactory_trades,Number Of Satisfactory Trades,14,,0.08816613256931305,increases model at-risk output,11
HELOC_XAI_003,1706,1,1,0.94406813,nr_trades_insolvent_for_over_60_days,Number Of Trades Insolvent For Over 60 Days,3,,0.07336325943470001,increases model at-risk output,12
HELOC_XAI_003,1706,1,1,0.94406813,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,6,,-0.05956048145890236,decreases model at-risk output,13
HELOC_XAI_003,1706,1,1,0.94406813,nr_banks_with_high_ratio,Number Of Banks With High Ratio,1,,0.05922915041446686,increases model at-risk output,14
HELOC_XAI_003,1706,1,1,0.94406813,nr_inquiries_in_last_6_months,Number Of Inquiries In Last 6 Months,2,,0.04203309863805771,increases model at-risk output,15
HELOC_XAI_003,1706,1,1,0.94406813,nr_installment_trades_with_balance,Number Of Installment Trades With Balance,4,,0.03449086472392082,increases model at-risk output,16
HELOC_XAI_003,1706,1,1,0.94406813,net_fraction_of_installment_burden,Net Fraction Of Installment Burden,92,,0.030119644477963448,increases model at-risk output,17
HELOC_XAI_003,1706,1,1,0.94406813,nr_trades_initiated_in_last_year,Number Of Trades Initiated In Last Year,7,,0.027993135154247284,increases model at-risk output,18
HELOC_XAI_003,1706,1,1,0.94406813,nr_total_trades,Number Of Total Trades,18,,0.013001699000597,increases model at-risk output,19
HELOC_XAI_003,1706,1,1,0.94406813,maximum_illegal_trades,Maximum Illegal Trades,5,,0.009637183509767056,increases model at-risk output,20
HELOC_XAI_003,1706,1,1,0.94406813,nr_trades_insolvent_for_over_90_days,Number Of Trades Insolvent For Over 90 Days,0,,-0.006326621863991022,decreases model at-risk output,21
HELOC_XAI_003,1706,1,1,0.94406813,nr_inquiries_in_last_6_months_not_recent,Number Of Inquiries In Last 6 Months Not Recent,2,,-0.00037499022437259555,decreases model at-risk output,22
HELOC_XAI_004,10074,1,1,0.9414553,average_duration_of_resolution,Average Duration Of Resolution,15,,1.007519006729126,increases model at-risk output,1
HELOC_XAI_004,10074,1,1,0.9414553,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,100,,0.8011541366577148,increases model at-risk output,2
HELOC_XAI_004,10074,1,1,0.9414553,percentage_of_installment_trades,Percentage Of Installment Trades,67,,0.3959030508995056,increases model at-risk output,3
HELOC_XAI_004,10074,1,1,0.9414553,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,special code -7,special code -7 (meaning unverified),0.2734405994415283,increases model at-risk output,4
HELOC_XAI_004,10074,1,1,0.9414553,number_of_satisfactory_trades,Number Of Satisfactory Trades,9,,0.1692236065864563,increases model at-risk output,5
HELOC_XAI_004,10074,1,1,0.9414553,percentage_trades_with_balance,Percentage Trades With Balance,100,,0.15361297130584717,increases model at-risk output,6
HELOC_XAI_004,10074,1,1,0.9414553,percentage_of_legal_trades,Percentage Of Legal Trades,100,,-0.13660450279712677,decreases model at-risk output,7
HELOC_XAI_004,10074,1,1,0.9414553,nr_revolving_trades_with_balance,Number Of Revolving Trades With Balance,2,,-0.10135253518819809,decreases model at-risk output,8
HELOC_XAI_004,10074,1,1,0.9414553,nr_banks_with_high_ratio,Number Of Banks With High Ratio,2,,0.09252138435840607,increases model at-risk output,9
HELOC_XAI_004,10074,1,1,0.9414553,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,7,,-0.05042726919054985,decreases model at-risk output,10
HELOC_XAI_004,10074,1,1,0.9414553,net_fraction_of_installment_burden,Net Fraction Of Installment Burden,78,,0.0410555899143219,increases model at-risk output,11
HELOC_XAI_004,10074,1,1,0.9414553,nr_inquiries_in_last_6_months,Number Of Inquiries In Last 6 Months,2,,0.0333070270717144,increases model at-risk output,12
HELOC_XAI_004,10074,1,1,0.9414553,months_since_first_trade,Months Since First Trade,34,,0.02967873029410839,increases model at-risk output,13
HELOC_XAI_004,10074,1,1,0.9414553,months_since_last_illegal_trade,Months Since Last Illegal Trade,special code -7,special code -7 (meaning unverified),0.022872397676110268,increases model at-risk output,14
HELOC_XAI_004,10074,1,1,0.9414553,nr_total_trades,Number Of Total Trades,9,,0.020981356501579285,increases model at-risk output,15
HELOC_XAI_004,10074,1,1,0.9414553,months_since_last_trade,Months Since Last Trade,4,,-0.01960362121462822,decreases model at-risk output,16
HELOC_XAI_004,10074,1,1,0.9414553,nr_installment_trades_with_balance,Number Of Installment Trades With Balance,5,,-0.017346180975437164,decreases model at-risk output,17
HELOC_XAI_004,10074,1,1,0.9414553,nr_trades_insolvent_for_over_90_days,Number Of Trades Insolvent For Over 90 Days,0,,-0.015583395957946777,decreases model at-risk output,18
HELOC_XAI_004,10074,1,1,0.9414553,nr_trades_insolvent_for_over_60_days,Number Of Trades Insolvent For Over 60 Days,0,,-0.009556219913065434,decreases model at-risk output,19
HELOC_XAI_004,10074,1,1,0.9414553,maximum_illegal_trades,Maximum Illegal Trades,8,,0.004182881209999323,increases model at-risk output,20
HELOC_XAI_004,10074,1,1,0.9414553,nr_trades_initiated_in_last_year,Number Of Trades Initiated In Last Year,3,,0.001000167801976204,increases model at-risk output,21
HELOC_XAI_004,10074,1,1,0.9414553,nr_inquiries_in_last_6_months_not_recent,Number Of Inquiries In Last 6 Months Not Recent,2,,-0.00037499022437259555,decreases model at-risk output,22
HELOC_XAI_005,7308,1,1,0.9411751,average_duration_of_resolution,Average Duration Of Resolution,25,,0.76158607006073,increases model at-risk output,1
HELOC_XAI_005,7308,1,1,0.9411751,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,90,,0.5321059226989746,increases model at-risk output,2
HELOC_XAI_005,7308,1,1,0.9411751,nr_inquiries_in_last_6_months,Number Of Inquiries In Last 6 Months,16,,0.4196118414402008,increases model at-risk output,3
HELOC_XAI_005,7308,1,1,0.9411751,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,0,,0.2845298945903778,increases model at-risk output,4
HELOC_XAI_005,7308,1,1,0.9411751,percentage_of_installment_trades,Percentage Of Installment Trades,52,,0.1803087592124939,increases model at-risk output,5
HELOC_XAI_005,7308,1,1,0.9411751,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,4,,0.1278132200241089,increases model at-risk output,6
HELOC_XAI_005,7308,1,1,0.9411751,percentage_trades_with_balance,Percentage Trades With Balance,100,,0.12701739370822906,increases model at-risk output,7
HELOC_XAI_005,7308,1,1,0.9411751,nr_inquiries_in_last_6_months_not_recent,Number Of Inquiries In Last 6 Months Not Recent,16,,0.07398049533367157,increases model at-risk output,8
HELOC_XAI_005,7308,1,1,0.9411751,percentage_of_legal_trades,Percentage Of Legal Trades,96,,-0.06424383074045181,decreases model at-risk output,9
HELOC_XAI_005,7308,1,1,0.9411751,nr_banks_with_high_ratio,Number Of Banks With High Ratio,1,,0.051961224526166916,increases model at-risk output,10
HELOC_XAI_005,7308,1,1,0.9411751,months_since_first_trade,Months Since First Trade,51,,0.045334652066230774,increases model at-risk output,11
HELOC_XAI_005,7308,1,1,0.9411751,nr_total_trades,Number Of Total Trades,23,,0.03970543295145035,increases model at-risk output,12
HELOC_XAI_005,7308,1,1,0.9411751,number_of_satisfactory_trades,Number Of Satisfactory Trades,18,,0.03775046765804291,increases model at-risk output,13
HELOC_XAI_005,7308,1,1,0.9411751,net_fraction_of_installment_burden,Net Fraction Of Installment Burden,82,,0.03632943704724312,increases model at-risk output,14
HELOC_XAI_005,7308,1,1,0.9411751,months_since_last_illegal_trade,Months Since Last Illegal Trade,10,,0.03190457448363304,increases model at-risk output,15
HELOC_XAI_005,7308,1,1,0.9411751,nr_trades_initiated_in_last_year,Number Of Trades Initiated In Last Year,6,,0.030306300148367882,increases model at-risk output,16
HELOC_XAI_005,7308,1,1,0.9411751,nr_trades_insolvent_for_over_90_days,Number Of Trades Insolvent For Over 90 Days,0,,-0.01700466312468052,decreases model at-risk output,17
HELOC_XAI_005,7308,1,1,0.9411751,nr_revolving_trades_with_balance,Number Of Revolving Trades With Balance,5,,-0.014785640873014927,decreases model at-risk output,18
HELOC_XAI_005,7308,1,1,0.9411751,nr_trades_insolvent_for_over_60_days,Number Of Trades Insolvent For Over 60 Days,0,,-0.010812724940478802,decreases model at-risk output,19
HELOC_XAI_005,7308,1,1,0.9411751,months_since_last_trade,Months Since Last Trade,7,,0.007719593122601509,increases model at-risk output,20
HELOC_XAI_005,7308,1,1,0.9411751,maximum_illegal_trades,Maximum Illegal Trades,6,,0.006704992149025202,increases model at-risk output,21
HELOC_XAI_005,7308,1,1,0.9411751,nr_installment_trades_with_balance,Number Of Installment Trades With Balance,4,,0.0027075442485511303,increases model at-risk output,22
HELOC_XAI_006,2151,0,1,0.50008893,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,59,,0.5166351795196533,increases model at-risk output,1
HELOC_XAI_006,2151,0,1,0.50008893,average_duration_of_resolution,Average Duration Of Resolution,90,,-0.2722609341144562,decreases model at-risk output,2
HELOC_XAI_006,2151,0,1,0.50008893,percentage_of_legal_trades,Percentage Of Legal Trades,100,,-0.2653816044330597,decreases model at-risk output,3
HELOC_XAI_006,2151,0,1,0.50008893,nr_banks_with_high_ratio,Number Of Banks With High Ratio,3,,0.24165253341197968,increases model at-risk output,4
HELOC_XAI_006,2151,0,1,0.50008893,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,7,,-0.20689505338668823,decreases model at-risk output,5
HELOC_XAI_006,2151,0,1,0.50008893,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,0,,0.20554232597351074,increases model at-risk output,6
HELOC_XAI_006,2151,0,1,0.50008893,percentage_of_installment_trades,Percentage Of Installment Trades,28,,-0.08177807182073593,decreases model at-risk output,7
HELOC_XAI_006,2151,0,1,0.50008893,nr_revolving_trades_with_balance,Number Of Revolving Trades With Balance,4,,-0.07580836117267609,decreases model at-risk output,8
HELOC_XAI_006,2151,0,1,0.50008893,number_of_satisfactory_trades,Number Of Satisfactory Trades,28,,-0.07558827102184296,decreases model at-risk output,9
HELOC_XAI_006,2151,0,1,0.50008893,months_since_last_trade,Months Since Last Trade,1,,0.07017533481121063,increases model at-risk output,10
HELOC_XAI_006,2151,0,1,0.50008893,nr_inquiries_in_last_6_months,Number Of Inquiries In Last 6 Months,1,,-0.04738152399659157,decreases model at-risk output,11
HELOC_XAI_006,2151,0,1,0.50008893,net_fraction_of_installment_burden,Net Fraction Of Installment Burden,44,,-0.039046820253133774,decreases model at-risk output,12
HELOC_XAI_006,2151,0,1,0.50008893,nr_trades_insolvent_for_over_90_days,Number Of Trades Insolvent For Over 90 Days,0,,-0.024969574064016342,decreases model at-risk output,13
HELOC_XAI_006,2151,0,1,0.50008893,percentage_trades_with_balance,Percentage Trades With Balance,47,,-0.011949869804084301,decreases model at-risk output,14
HELOC_XAI_006,2151,0,1,0.50008893,nr_total_trades,Number Of Total Trades,29,,-0.006695394869893789,decreases model at-risk output,15
HELOC_XAI_006,2151,0,1,0.50008893,months_since_first_trade,Months Since First Trade,198,,-0.004226586781442165,decreases model at-risk output,16
HELOC_XAI_006,2151,0,1,0.50008893,nr_trades_initiated_in_last_year,Number Of Trades Initiated In Last Year,1,,-0.0041690245270729065,decreases model at-risk output,17
HELOC_XAI_006,2151,0,1,0.50008893,nr_trades_insolvent_for_over_60_days,Number Of Trades Insolvent For Over 60 Days,0,,-0.002017888706177473,decreases model at-risk output,18
HELOC_XAI_006,2151,0,1,0.50008893,maximum_illegal_trades,Maximum Illegal Trades,8,,0.001747101778164506,increases model at-risk output,19
HELOC_XAI_006,2151,0,1,0.50008893,nr_installment_trades_with_balance,Number Of Installment Trades With Balance,2,,0.001648499397560954,increases model at-risk output,20
HELOC_XAI_006,2151,0,1,0.50008893,months_since_last_illegal_trade,Months Since Last Illegal Trade,special code -7,special code -7 (meaning unverified),-0.0006699945079162717,decreases model at-risk output,21
HELOC_XAI_006,2151,0,1,0.50008893,nr_inquiries_in_last_6_months_not_recent,Number Of Inquiries In Last 6 Months Not Recent,1,,-0.00023895202321000397,decreases model at-risk output,22
HELOC_XAI_007,2900,1,1,0.5015111,average_duration_of_resolution,Average Duration Of Resolution,36,,0.7803961634635925,increases model at-risk output,1
HELOC_XAI_007,2900,1,1,0.5015111,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,4,,-0.549576997756958,decreases model at-risk output,2
HELOC_XAI_007,2900,1,1,0.5015111,number_of_satisfactory_trades,Number Of Satisfactory Trades,6,,0.26577845215797424,increases model at-risk output,3
HELOC_XAI_007,2900,1,1,0.5015111,percentage_of_legal_trades,Percentage Of Legal Trades,100,,-0.22387254238128662,decreases model at-risk output,4
HELOC_XAI_007,2900,1,1,0.5015111,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,0,,0.1901945322751999,increases model at-risk output,5
HELOC_XAI_007,2900,1,1,0.5015111,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,7,,-0.17068330943584442,decreases model at-risk output,6
HELOC_XAI_007,2900,1,1,0.5015111,nr_banks_with_high_ratio,Number Of Banks With High Ratio,0,,-0.1677301973104477,decreases model at-risk output,7
HELOC_XAI_007,2900,1,1,0.5015111,percentage_of_installment_trades,Percentage Of Installment Trades,14,,-0.13045617938041687,decreases model at-risk output,8
HELOC_XAI_007,2900,1,1,0.5015111,months_since_last_trade,Months Since Last Trade,2,,-0.07655521482229233,decreases model at-risk output,9
HELOC_XAI_007,2900,1,1,0.5015111,months_since_first_trade,Months Since First Trade,115,,0.06416681408882141,increases model at-risk output,10
HELOC_XAI_007,2900,1,1,0.5015111,nr_revolving_trades_with_balance,Number Of Revolving Trades With Balance,3,,-0.0504692867398262,decreases model at-risk output,11
HELOC_XAI_007,2900,1,1,0.5015111,percentage_trades_with_balance,Percentage Trades With Balance,67,,-0.034746721386909485,decreases model at-risk output,12
HELOC_XAI_007,2900,1,1,0.5015111,nr_trades_insolvent_for_over_90_days,Number Of Trades Insolvent For Over 90 Days,0,,-0.02366510033607483,decreases model at-risk output,13
HELOC_XAI_007,2900,1,1,0.5015111,nr_inquiries_in_last_6_months,Number Of Inquiries In Last 6 Months,5,,0.020814718678593636,increases model at-risk output,14
HELOC_XAI_007,2900,1,1,0.5015111,net_fraction_of_installment_burden,Net Fraction Of Installment Burden,95,,0.012482197023928165,increases model at-risk output,15
HELOC_XAI_007,2900,1,1,0.5015111,nr_total_trades,Number Of Total Trades,13,,0.01054521556943655,increases model at-risk output,16
HELOC_XAI_007,2900,1,1,0.5015111,nr_installment_trades_with_balance,Number Of Installment Trades With Balance,1,,0.008642198517918587,increases model at-risk output,17
HELOC_XAI_007,2900,1,1,0.5015111,nr_trades_insolvent_for_over_60_days,Number Of Trades Insolvent For Over 60 Days,0,,-0.008178552612662315,decreases model at-risk output,18
HELOC_XAI_007,2900,1,1,0.5015111,maximum_illegal_trades,Maximum Illegal Trades,8,,0.005596141330897808,increases model at-risk output,19
HELOC_XAI_007,2900,1,1,0.5015111,nr_trades_initiated_in_last_year,Number Of Trades Initiated In Last Year,4,,0.001133049838244915,increases model at-risk output,20
HELOC_XAI_007,2900,1,1,0.5015111,months_since_last_illegal_trade,Months Since Last Illegal Trade,special code -7,special code -7 (meaning unverified),0.0005708487587980926,increases model at-risk output,21
HELOC_XAI_007,2900,1,1,0.5015111,nr_inquiries_in_last_6_months_not_recent,Number Of Inquiries In Last 6 Months Not Recent,5,,-0.00037499022437259555,decreases model at-risk output,22
HELOC_XAI_008,5033,0,1,0.50399876,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,91,,1.0130926370620728,increases model at-risk output,1
HELOC_XAI_008,5033,0,1,0.50399876,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,3,,-0.5264527797698975,decreases model at-risk output,2
HELOC_XAI_008,5033,0,1,0.50399876,percentage_of_legal_trades,Percentage Of Legal Trades,100,,-0.23985996842384338,decreases model at-risk output,3
HELOC_XAI_008,5033,0,1,0.50399876,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,7,,-0.15433356165885925,decreases model at-risk output,4
HELOC_XAI_008,5033,0,1,0.50399876,number_of_satisfactory_trades,Number Of Satisfactory Trades,43,,-0.14895768463611603,decreases model at-risk output,5
HELOC_XAI_008,5033,0,1,0.50399876,average_duration_of_resolution,Average Duration Of Resolution,62,,0.14123940467834473,increases model at-risk output,6
HELOC_XAI_008,5033,0,1,0.50399876,nr_revolving_trades_with_balance,Number Of Revolving Trades With Balance,3,,-0.0765467956662178,decreases model at-risk output,7
HELOC_XAI_008,5033,0,1,0.50399876,net_fraction_of_installment_burden,Net Fraction Of Installment Burden,47,,-0.0718645453453064,decreases model at-risk output,8
HELOC_XAI_008,5033,0,1,0.50399876,nr_inquiries_in_last_6_months,Number Of Inquiries In Last 6 Months,2,,0.046309977769851685,increases model at-risk output,9
HELOC_XAI_008,5033,0,1,0.50399876,percentage_trades_with_balance,Percentage Trades With Balance,63,,-0.030466502532362938,decreases model at-risk output,10
HELOC_XAI_008,5033,0,1,0.50399876,nr_total_trades,Number Of Total Trades,43,,-0.01729440689086914,decreases model at-risk output,11
HELOC_XAI_008,5033,0,1,0.50399876,nr_trades_insolvent_for_over_90_days,Number Of Trades Insolvent For Over 90 Days,0,,-0.01719856448471546,decreases model at-risk output,12
HELOC_XAI_008,5033,0,1,0.50399876,nr_banks_with_high_ratio,Number Of Banks With High Ratio,2,,0.016506824642419815,increases model at-risk output,13
HELOC_XAI_008,5033,0,1,0.50399876,months_since_first_trade,Months Since First Trade,209,,0.010541527532041073,increases model at-risk output,14
HELOC_XAI_008,5033,0,1,0.50399876,months_since_last_trade,Months Since Last Trade,15,,0.005606300663203001,increases model at-risk output,15
HELOC_XAI_008,5033,0,1,0.50399876,nr_trades_initiated_in_last_year,Number Of Trades Initiated In Last Year,0,,-0.0044900886714458466,decreases model at-risk output,16
HELOC_XAI_008,5033,0,1,0.50399876,percentage_of_installment_trades,Percentage Of Installment Trades,47,,-0.00417692493647337,decreases model at-risk output,17
HELOC_XAI_008,5033,0,1,0.50399876,nr_trades_insolvent_for_over_60_days,Number Of Trades Insolvent For Over 60 Days,0,,-0.003819282166659832,decreases model at-risk output,18
HELOC_XAI_008,5033,0,1,0.50399876,months_since_last_illegal_trade,Months Since Last Illegal Trade,special code -7,special code -7 (meaning unverified),-0.00362865230999887,decreases model at-risk output,19
HELOC_XAI_008,5033,0,1,0.50399876,nr_installment_trades_with_balance,Number Of Installment Trades With Balance,2,,-0.00156167964451015,decreases model at-risk output,20
HELOC_XAI_008,5033,0,1,0.50399876,maximum_illegal_trades,Maximum Illegal Trades,8,,0.0015542979817837477,increases model at-risk output,21
HELOC_XAI_008,5033,0,1,0.50399876,nr_inquiries_in_last_6_months_not_recent,Number Of Inquiries In Last 6 Months Not Recent,2,,-0.00023708950902801007,decreases model at-risk output,22
HELOC_XAI_009,8449,0,1,0.50418466,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,2,,-0.46715131402015686,decreases model at-risk output,1
HELOC_XAI_009,8449,0,1,0.50418466,percentage_of_legal_trades,Percentage Of Legal Trades,91,,0.3576103150844574,increases model at-risk output,2
HELOC_XAI_009,8449,0,1,0.50418466,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,3,,0.31120023131370544,increases model at-risk output,3
