feature_a,feature_b,raw_spearman,valid_only_spearman,absolute_raw_spearman,absolute_valid_only_spearman,valid_pair_count,absolute_difference
estimate_of_risk,percentage_trades_with_balance,-0.21646688497531041,-0.45399507006797435,0.21646688497531041,0.45399507006797435,9850,0.23752818509266393
nr_trades_insolvent_for_over_90_days,maximum_illegal_trades_over_last_year,-0.11590562514310196,-0.42418603271015487,0.11590562514310196,0.42418603271015487,9871,0.3082804075670529
estimate_of_risk,nr_trades_insolvent_for_over_90_days,-0.12427155575892909,-0.41626046005873935,0.12427155575892909,0.41626046005873935,9861,0.2919889042998103
net_fraction_of_revolving_burden,nr_revolving_trades_with_balance,0.5322790004367646,0.41062969697554697,0.5322790004367646,0.41062969697554697,9685,0.1216493034612176
nr_total_trades,nr_revolving_trades_with_balance,0.5221928804580768,0.4095986170747135,0.5221928804580768,0.4095986170747135,9715,0.11259426338336326
nr_trades_insolvent_for_over_90_days,percentage_of_legal_trades,-0.10337347323701737,-0.40602849679327685,0.10337347323701737,0.40602849679327685,9871,0.3026550235562595
percentage_of_installment_trades,percentage_trades_with_balance,0.49641961518163297,0.40465895390301615,0.49641961518163297,0.40465895390301615,9853,0.09176066127861682
percentage_of_installment_trades,nr_installment_trades_with_balance,0.5260374793537598,0.3694555246379088,0.5260374793537598,0.3694555246379088,9010,0.15658195471585096
average_duration_of_resolution,nr_trades_initiated_in_last_year,-0.14697637819286086,-0.3691073865193969,0.14697637819286086,0.3691073865193969,9871,0.22213100832653604
nr_banks_with_high_ratio,percentage_trades_with_balance,0.37813143905514585,0.36159934316681175,0.37813143905514585,0.36159934316681175,9288,0.016532095888334097
estimate_of_risk,nr_revolving_trades_with_balance,-0.11645891390055697,-0.3577321512041208,0.11645891390055697,0.3577321512041208,9712,0.24127323730356381
number_of_satisfactory_trades,nr_installment_trades_with_balance,0.482853232748522,0.3412423944639146,0.482853232748522,0.3412423944639146,9010,0.1416108382846074
months_since_last_trade,nr_inquiries_in_last_6_months_not_recent,-0.11791149012673212,-0.340526126584692,0.11791149012673212,0.340526126584692,9871,0.22261463645795987
months_since_last_trade,nr_inquiries_in_last_6_months,-0.11321025761874222,-0.33404489094151457,0.11321025761874222,0.33404489094151457,9871,0.22083463332277237
estimate_of_risk,average_duration_of_resolution,0.4353621861069085,0.3295507987201833,0.4353621861069085,0.3295507987201833,9861,0.10581138738672524
months_since_first_trade,nr_total_trades,0.44238051754641666,0.31381530098682375,0.44238051754641666,0.31381530098682375,9632,0.1285652165595929
nr_total_trades,nr_installment_trades_with_balance,0.45164908535158377,0.30918742481920697,0.45164908535158377,0.30918742481920697,9010,0.1424616605323768
percentage_of_legal_trades,months_since_last_illegal_trade,-0.4438824644873787,0.3074001172775939,0.4438824644873787,0.3074001172775939,5031,0.7512825817649726
number_of_satisfactory_trades,nr_trades_initiated_in_last_year,0.41755725718476844,0.3047365345564343,0.41755725718476844,0.3047365345564343,9871,0.11282072262833415
nr_trades_initiated_in_last_year,nr_inquiries_in_last_6_months_not_recent,0.42167814928023417,0.3042317577288697,0.42167814928023417,0.3042317577288697,9871,0.11744639155136449
nr_trades_initiated_in_last_year,nr_inquiries_in_last_6_months,0.41950139967420425,0.3020532307813103,0.41950139967420425,0.3020532307813103,9871,0.11744816889289394
months_since_last_trade,average_duration_of_resolution,0.4050269074488871,0.292075242536731,0.4050269074488871,0.292075242536731,9871,0.11295166491215608
nr_revolving_trades_with_balance,percentage_trades_with_balance,0.3641819798328356,0.28739551658264273,0.3641819798328356,0.28739551658264273,9715,0.0767864632501929
nr_total_trades,nr_trades_initiated_in_last_year,0.3971364756503829,0.2803680525434536,0.3971364756503829,0.2803680525434536,9871,0.11676842310692931
months_since_first_trade,number_of_satisfactory_trades,0.39379879718162103,0.28002798665924034,0.39379879718162103,0.28002798665924034,9632,0.1137708105223807
nr_trades_initiated_in_last_year,nr_installment_trades_with_balance,0.4199248382950899,0.27549021418714875,0.4199248382950899,0.27549021418714875,9010,0.14443462410794117
months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months_not_recent,0.1479954786456924,-0.2745071335919234,0.1479954786456924,0.2745071335919234,7540,0.4225026122376158
nr_trades_initiated_in_last_year,net_fraction_of_installment_burden,0.4345846895681793,0.2736616548076669,0.4345846895681793,0.2736616548076669,6452,0.1609230347605124
months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months,0.14545216670063496,-0.2727982222405118,0.14545216670063496,0.2727982222405118,7540,0.41825038894114674
nr_trades_initiated_in_last_year,nr_revolving_trades_with_balance,0.40135913097747195,0.27047006886594493,0.40135913097747195,0.27047006886594493,9715,0.130889062111527
estimate_of_risk,months_since_first_trade,0.3605640118960389,0.2524113904816852,0.3605640118960389,0.2524113904816852,9622,0.10815262141435372
number_of_satisfactory_trades,percentage_trades_with_balance,-0.04667027308438578,-0.251632267928482,0.04667027308438578,0.251632267928482,9853,0.2049619948440962
months_since_last_trade,net_fraction_of_installment_burden,-0.07300670009765195,-0.24932357069627475,0.07300670009765195,0.24932357069627475,6452,0.1763168705986228
percentage_of_installment_trades,nr_revolving_trades_with_balance,-0.07100956991178846,-0.2480606970504758,0.07100956991178846,0.2480606970504758,9715,0.17705112713868731
months_since_last_trade,number_of_satisfactory_trades,-0.035304998086174946,-0.23192171966608785,0.035304998086174946,0.23192171966608785,9871,0.1966167215799129
estimate_of_risk,nr_inquiries_in_last_6_months_not_recent,-0.025056929992187407,-0.22884478729520719,0.025056929992187407,0.22884478729520719,9861,0.2037878573030198
months_since_last_trade,nr_total_trades,-0.03222076287973475,-0.22823642313180964,0.03222076287973475,0.22823642313180964,9871,0.1960156602520749
estimate_of_risk,nr_inquiries_in_last_6_months,-0.024892031226302316,-0.2279342081177615,0.024892031226302316,0.2279342081177615,9861,0.20304217689145918
months_since_first_trade,percentage_trades_with_balance,-0.017292815448940183,-0.2214629636639669,0.017292815448940183,0.2214629636639669,9614,0.20417014821502671
nr_installment_trades_with_balance,percentage_trades_with_balance,0.37907540509251275,0.21966133840783364,0.37907540509251275,0.21966133840783364,9010,0.1594140666846791
months_since_last_trade,nr_revolving_trades_with_balance,-0.029491506301095042,-0.21070238836305355,0.029491506301095042,0.21070238836305355,9715,0.1812108820619585
months_since_last_trade,nr_installment_trades_with_balance,-0.04221457146091852,-0.21063227844169916,0.04221457146091852,0.21063227844169916,9010,0.16841770698078062
average_duration_of_resolution,percentage_trades_with_balance,-0.015446625104590758,-0.2094629945505602,0.015446625104590758,0.2094629945505602,9853,0.19401636944596945
average_duration_of_resolution,net_fraction_of_revolving_burden,0.006700315189201254,-0.20886898266482465,0.006700315189201254,0.20886898266482465,9685,0.2155692978540259
nr_total_trades,percentage_trades_with_balance,-0.003537951757773466,-0.19954034582542884,0.003537951757773466,0.19954034582542884,9853,0.19600239406765538
average_duration_of_resolution,nr_inquiries_in_last_6_months,-0.000730663554274185,-0.19874273773071607,0.000730663554274185,0.19874273773071607,9871,0.1980120741764419
estimate_of_risk,months_since_last_inquiry_not_recent,0.21041590057501017,0.19763749226698954,0.21041590057501017,0.19763749226698954,7532,0.012778408308020628
average_duration_of_resolution,nr_inquiries_in_last_6_months_not_recent,0.0029329063367108396,-0.1951040576283325,0.0029329063367108396,0.1951040576283325,9871,0.19803696396504333
estimate_of_risk,nr_installment_trades_with_balance,-0.023088962316016672,-0.19449761896391207,0.023088962316016672,0.19449761896391207,9007,0.1714086566478954
percentage_of_legal_trades,net_fraction_of_revolving_burden,0.01834394533661908,-0.19355133245121728,0.01834394533661908,0.19355133245121728,9685,0.21189527778783634
number_of_satisfactory_trades,nr_banks_with_high_ratio,0.40161802728544016,0.19264478009357586,0.40161802728544016,0.19264478009357586,9288,0.2089732471918643
average_duration_of_resolution,net_fraction_of_installment_burden,-0.03264281590324424,-0.18466601959152706,0.03264281590324424,0.18466601959152706,6452,0.15202320368828282
estimate_of_risk,nr_trades_initiated_in_last_year,0.009393243571636444,-0.1840039729177869,0.009393243571636444,0.1840039729177869,9861,0.19339721648942335
maximum_illegal_trades_over_last_year,net_fraction_of_revolving_burden,0.01850693284149701,-0.18362387713040587,0.01850693284149701,0.18362387713040587,9685,0.2021308099719029
percentage_of_legal_trades,percentage_trades_with_balance,0.022477374196517384,-0.1740583710754496,0.022477374196517384,0.1740583710754496,9853,0.196535745271967
months_since_first_trade,percentage_of_installment_trades,0.02625805863276425,-0.17169519498574498,0.02625805863276425,0.17169519498574498,9632,0.19795325361850924
average_duration_of_resolution,number_of_satisfactory_trades,0.30360714657884524,0.17168363207463821,0.30360714657884524,0.17168363207463821,9871,0.13192351450420703
average_duration_of_resolution,percentage_of_installment_trades,0.015247164198454498,-0.17127300989774547,0.015247164198454498,0.17127300989774547,9871,0.18652017409619998
months_since_first_trade,net_fraction_of_revolving_burden,0.05713635316336461,-0.16909614982928364,0.05713635316336461,0.16909614982928364,9451,0.22623250299264824
nr_total_trades,nr_banks_with_high_ratio,0.3720898352932661,0.16904548738651184,0.3720898352932661,0.16904548738651184,9288,0.20304434790675427
nr_revolving_trades_with_balance,nr_installment_trades_with_balance,0.3261256949564847,0.1595306868616741,0.3261256949564847,0.1595306868616741,8873,0.1665950080948106
estimate_of_risk,percentage_of_installment_trades,0.02489105718404598,-0.1588168068266544,0.02489105718404598,0.1588168068266544,9861,0.18370786401070038
maximum_illegal_trades,net_fraction_of_revolving_burden,0.04559624850465474,-0.15467225922752698,0.04559624850465474,0.15467225922752698,9685,0.20026850773218172
maximum_illegal_trades_over_last_year,percentage_trades_with_balance,0.04995345636040166,-0.14208266582507537,0.04995345636040166,0.14208266582507537,9853,0.19203612218547703
nr_trades_insolvent_for_over_60_days,percentage_trades_with_balance,0.30009327561890803,0.14184984001709322,0.30009327561890803,0.14184984001709322,9853,0.1582434356018148
average_duration_of_resolution,nr_total_trades,0.2772685005964746,0.14036614051785995,0.2772685005964746,0.14036614051785995,9871,0.13690236007861467
nr_installment_trades_with_balance,nr_banks_with_high_ratio,0.311602254791541,0.14028245278816212,0.311602254791541,0.14028245278816212,8501,0.1713198020033789
number_of_satisfactory_trades,nr_trades_insolvent_for_over_60_days,0.07497180028506455,-0.13939812035512436,0.07497180028506455,0.13939812035512436,9871,0.2143699206401889
months_since_last_inquiry_not_recent,net_fraction_of_revolving_burden,0.12685938389470358,-0.13781779060006363,0.12685938389470358,0.13781779060006363,7405,0.26467717449476724
number_of_satisfactory_trades,nr_trades_insolvent_for_over_90_days,0.09608061585365477,-0.1374063351487889,0.09608061585365477,0.1374063351487889,9871,0.23348695100244365
net_fraction_of_revolving_burden,nr_installment_trades_with_balance,0.3071830088605701,0.13679330811980198,0.3071830088605701,0.13679330811980198,8848,0.17038970074076812
average_duration_of_resolution,nr_installment_trades_with_balance,0.00925511267524993,-0.13577279253738747,0.00925511267524993,0.13577279253738747,9010,0.1450279052126374
estimate_of_risk,months_since_last_trade,0.2690201352632257,0.13268543081709036,0.2690201352632257,0.13268543081709036,9861,0.13633470444613535
percentage_of_installment_trades,net_fraction_of_revolving_burden,0.22882991435889286,0.1323157011134253,0.22882991435889286,0.1323157011134253,9685,0.09651421324546755
percentage_of_legal_trades,percentage_of_installment_trades,0.05735361693089315,-0.13103789335310348,0.05735361693089315,0.13103789335310348,9871,0.18839151028399664
average_duration_of_resolution,months_since_last_inquiry_not_recent,0.17385329150915796,0.12803713185328758,0.17385329150915796,0.12803713185328758,7540,0.04581615965587038
number_of_satisfactory_trades,percentage_of_legal_trades,0.27264736461229105,0.12731411265691162,0.27264736461229105,0.12731411265691162,9871,0.14533325195537944
nr_inquiries_in_last_6_months,nr_banks_with_high_ratio,0.2682789548447141,0.12684136070782726,0.2682789548447141,0.12684136070782726,9288,0.14143759413688684
nr_trades_initiated_in_last_year,nr_banks_with_high_ratio,0.3068992080315145,0.12683720380171598,0.3068992080315145,0.12683720380171598,9288,0.1800620042297985
nr_inquiries_in_last_6_months_not_recent,nr_installment_trades_with_balance,0.2741592188182395,0.12658236775435236,0.2741592188182395,0.12658236775435236,9010,0.14757685106388715
nr_inquiries_in_last_6_months_not_recent,nr_banks_with_high_ratio,0.2711524097221822,0.1265671172261559,0.2711524097221822,0.1265671172261559,9288,0.14458529249602628
maximum_illegal_trades_over_last_year,nr_banks_with_high_ratio,0.089165851143089,-0.12653089415931149,0.089165851143089,0.12653089415931149,9288,0.2156967453024005
nr_inquiries_in_last_6_months,nr_installment_trades_with_balance,0.2729897891634595,0.12539786950318235,0.2729897891634595,0.12539786950318235,9010,0.14759191966027715
nr_trades_insolvent_for_over_90_days,percentage_trades_with_balance,0.2998103424803656,0.12441240796924342,0.2998103424803656,0.12441240796924342,9853,0.17539793451112218
maximum_illegal_trades,percentage_trades_with_balance,0.06512587213608947,-0.12430887532824982,0.06512587213608947,0.12430887532824982,9853,0.1894347474643393
nr_trades_insolvent_for_over_60_days,percentage_of_installment_trades,0.2874509726612753,0.12323913479363684,0.2874509726612753,0.12323913479363684,9871,0.16421183786763843
nr_total_trades,nr_inquiries_in_last_6_months_not_recent,0.2681559101506103,0.12280609104080865,0.2681559101506103,0.12280609104080865,9871,0.14534981910980166
months_since_last_inquiry_not_recent,nr_banks_with_high_ratio,0.1691936797450302,-0.1221785829408296,0.1691936797450302,0.1221785829408296,7095,0.2913722626858598
nr_trades_insolvent_for_over_60_days,net_fraction_of_revolving_burden,0.27161632212902254,0.12202481532090237,0.27161632212902254,0.12202481532090237,9685,0.14959150680812017
months_since_first_trade,nr_revolving_trades_with_balance,0.27736056454660746,0.11807962594211263,0.27736056454660746,0.11807962594211263,9480,0.15928093860449483
maximum_illegal_trades,percentage_of_installment_trades,0.0703003132300879,-0.11767285339792706,0.0703003132300879,0.11767285339792706,9871,0.18797316662801494
nr_total_trades,nr_inquiries_in_last_6_months,0.2624453135391047,0.11650751366665867,0.2624453135391047,0.11650751366665867,9871,0.14593779987244604
months_since_first_trade,net_fraction_of_installment_burden,0.07314794926198982,-0.11617666957901673,0.07314794926198982,0.11617666957901673,6303,0.18932461884100654
number_of_satisfactory_trades,nr_inquiries_in_last_6_months_not_recent,0.26259577934522,0.11612864603474214,0.26259577934522,0.11612864603474214,9871,0.14646713331047784
maximum_illegal_trades_over_last_year,nr_revolving_trades_with_balance,0.07253610859317469,-0.11574322699204223,0.07253610859317469,0.11574322699204223,9715,0.18827933558521692
maximum_illegal_trades_over_last_year,percentage_of_installment_trades,0.07178550055748027,-0.11501676545022832,0.07178550055748027,0.11501676545022832,9871,0.1868022660077086
number_of_satisfactory_trades,percentage_of_installment_trades,0.06288532643685801,-0.11467557270738667,0.06288532643685801,0.11467557270738667,9871,0.17756089914424467
months_since_first_trade,nr_trades_initiated_in_last_year,0.07120738398057201,-0.11307072681448706,0.07120738398057201,0.11307072681448706,9632,0.18427811079505907
nr_inquiries_in_last_6_months_not_recent,nr_revolving_trades_with_balance,0.2594399388747679,0.11201208430800635,0.2594399388747679,0.11201208430800635,9715,0.14742785456676155
number_of_satisfactory_trades,nr_inquiries_in_last_6_months,0.2586380355420105,0.11193447219674788,0.2586380355420105,0.11193447219674788,9871,0.1467035633452626
average_duration_of_resolution,nr_banks_with_high_ratio,0.11246279016281291,-0.11188250809170924,0.11246279016281291,0.11188250809170924,9288,0.22434529825452215
percentage_of_legal_trades,months_since_last_inquiry_not_recent,0.21038532474508242,0.1100832558450238,0.21038532474508242,0.1100832558450238,7540,0.10030206890005862
maximum_illegal_trades_over_last_year,nr_installment_trades_with_balance,0.06927939593268147,-0.10866087700124115,0.06927939593268147,0.10866087700124115,9010,0.17794027293392262
months_since_first_trade,months_since_last_inquiry_not_recent,0.22266094442667453,0.10828772460593623,0.22266094442667453,0.10828772460593623,7429,0.1143732198207383
nr_trades_insolvent_for_over_90_days,percentage_of_installment_trades,0.28943510911714065,0.10810431064589118,0.28943510911714065,0.10810431064589118,9871,0.18133079847124947
nr_inquiries_in_last_6_months,nr_revolving_trades_with_balance,0.2545439253829699,0.10670127217427286,0.2545439253829699,0.10670127217427286,9715,0.14784265320869702
months_since_first_trade,nr_inquiries_in_last_6_months,0.08014952120838904,-0.10562755949187375,0.08014952120838904,0.10562755949187375,9632,0.18577708070026278
percentage_of_legal_trades,nr_banks_with_high_ratio,0.12831369448013047,-0.1044904771476909,0.12831369448013047,0.1044904771476909,9288,0.23280417162782135
months_since_first_trade,nr_inquiries_in_last_6_months_not_recent,0.08275698164929056,-0.10263770941732865,0.08275698164929056,0.10263770941732865,9632,0.1853946910666192
months_since_last_inquiry_not_recent,percentage_trades_with_balance,0.10809292656071746,-0.10245800319315301,0.10809292656071746,0.10245800319315301,7528,0.21055092975387046
months_since_last_trade,nr_banks_with_high_ratio,0.054299938066626065,-0.10231880327844235,0.054299938066626065,0.10231880327844235,9288,0.15661874134506842
nr_inquiries_in_last_6_months,net_fraction_of_installment_burden,0.2696574515648752,0.10091578573954568,0.2696574515648752,0.10091578573954568,6452,0.1687416658253295
nr_inquiries_in_last_6_months_not_recent,net_fraction_of_installment_burden,0.26890026999659894,0.09992154679507734,0.26890026999659894,0.09992154679507734,6452,0.1689787232015216
nr_inquiries_in_last_6_months_not_recent,net_fraction_of_revolving_burden,0.24810668528522192,0.09772517409014778,0.24810668528522192,0.09772517409014778,9685,0.15038151119507415
nr_inquiries_in_last_6_months,net_fraction_of_revolving_burden,0.2461070280444688,0.09673558435313787,0.2461070280444688,0.09673558435313787,9685,0.14937144369133093
nr_trades_insolvent_for_over_90_days,net_fraction_of_revolving_burden,0.2630152458999603,0.09394551202460188,0.2630152458999603,0.09394551202460188,9685,0.1690697338753584
maximum_illegal_trades_over_last_year,months_since_last_inquiry_not_recent,0.19336634630627192,0.09242592847902845,0.19336634630627192,0.09242592847902845,7540,0.10094041782724347
number_of_satisfactory_trades,months_since_last_inquiry_not_recent,0.2602305387559786,0.09170278048378619,0.2602305387559786,0.09170278048378619,7540,0.16852775827219243
maximum_illegal_trades,nr_banks_with_high_ratio,0.12778608208275333,-0.09125220768789748,0.12778608208275333,0.09125220768789748,9288,0.21903828977065082
nr_trades_insolvent_for_over_60_days,months_since_last_inquiry_not_recent,0.1611856047442707,-0.08948822706166498,0.1611856047442707,0.08948822706166498,7540,0.2506738318059357
months_since_first_trade,months_since_last_trade,0.23123218333785922,0.08940879140920052,0.23123218333785922,0.08940879140920052,9632,0.1418233919286587
maximum_illegal_trades,months_since_last_inquiry_not_recent,0.19934402876734922,0.08606992454239926,0.19934402876734922,0.08606992454239926,7540,0.11327410422494996
nr_trades_insolvent_for_over_90_days,months_since_last_inquiry_not_recent,0.1760700309603563,-0.08565604440426408,0.1760700309603563,0.08565604440426408,7540,0.2617260753646204
months_since_last_trade,months_since_last_illegal_trade,0.14605691935365703,-0.08375765711590752,0.14605691935365703,0.08375765711590752,5031,0.22981457646956455
months_since_last_illegal_trade,net_fraction_of_revolving_burden,0.2642089872578453,-0.08304511565576997,0.2642089872578453,0.08304511565576997,4948,0.34725410291361525
percentage_of_installment_trades,net_fraction_of_installment_burden,0.41536062386980127,0.08133285047890186,0.41536062386980127,0.08133285047890186,6452,0.3340277733908994
months_since_last_illegal_trade,nr_revolving_trades_with_balance,0.21525678464061446,-0.08111198399641109,0.21525678464061446,0.08111198399641109,4964,0.29636876863702555
nr_trades_initiated_in_last_year,net_fraction_of_revolving_burden,0.24777451242741774,0.07801971385302726,0.24777451242741774,0.07801971385302726,9685,0.16975479857439046
months_since_last_illegal_trade,nr_trades_initiated_in_last_year,0.18508561141377383,0.07782624784460812,0.18508561141377383,0.07782624784460812,5031,0.10725936356916571
maximum_illegal_trades,nr_installment_trades_with_balance,0.09766755442326051,-0.07757553375975075,0.09766755442326051,0.07757553375975075,9010,0.17524308818301126
maximum_illegal_trades_over_last_year,nr_total_trades,0.10377085837521334,-0.0765985786513131,0.10377085837521334,0.0765985786513131,9871,0.18036943702652644
percentage_of_legal_trades,nr_trades_initiated_in_last_year,0.23199034158554924,0.07506188546982594,0.23199034158554924,0.07506188546982594,9871,0.1569284561157233
months_since_last_illegal_trade,nr_banks_with_high_ratio,0.22389499156534554,-0.07491141342742987,0.22389499156534554,0.07491141342742987,4712,0.2988064049927754
months_since_last_illegal_trade,net_fraction_of_installment_burden,0.20672160796083036,0.07064005383839593,0.20672160796083036,0.07064005383839593,3462,0.13608155412243444
nr_trades_insolvent_for_over_90_days,nr_total_trades,0.1530784456587426,-0.06502529271915862,0.1530784456587426,0.06502529271915862,9871,0.2181037383779012
nr_total_trades,percentage_of_installment_trades,0.10558123821434659,-0.06387655175353935,0.10558123821434659,0.06387655175353935,9871,0.16945778996788594
months_since_last_illegal_trade,percentage_trades_with_balance,0.2345403448469283,-0.06361777319563337,0.2345403448469283,0.06361777319563337,5024,0.29815811804256165
nr_total_trades,months_since_last_inquiry_not_recent,0.24510749049130523,0.062101138303426236,0.24510749049130523,0.062101138303426236,7540,0.183006352187879
estimate_of_risk,net_fraction_of_installment_burden,0.0037950980691875223,-0.05962876617362469,0.0037950980691875223,0.05962876617362469,6449,0.06342386424281221
maximum_illegal_trades,nr_revolving_trades_with_balance,0.1247582922788923,-0.055496664442136225,0.1247582922788923,0.055496664442136225,9715,0.18025495672102854
nr_trades_insolvent_for_over_90_days,nr_inquiries_in_last_6_months_not_recent,0.2557434891600251,0.05528389721290976,0.2557434891600251,0.05528389721290976,9871,0.20045959194711532
months_since_last_illegal_trade,nr_installment_trades_with_balance,0.23375308483689772,-0.05511364495130675,0.23375308483689772,0.05511364495130675,4679,0.2888667297882045
nr_trades_insolvent_for_over_90_days,nr_inquiries_in_last_6_months,0.25450161117600467,0.054512978382574157,0.25450161117600467,0.054512978382574157,9871,0.19998863279343052
months_since_last_trade,percentage_of_legal_trades,0.12159914087418464,-0.0543424691965425,0.12159914087418464,0.0543424691965425,9871,0.17594161007072714
net_fraction_of_installment_burden,percentage_trades_with_balance,0.3372206457853213,0.052742232847824366,0.3372206457853213,0.052742232847824366,6452,0.2844784129374969
months_since_last_trade,net_fraction_of_revolving_burden,0.09569655407618477,-0.05237331813491282,0.09569655407618477,0.05237331813491282,9685,0.14806987221109758
months_since_last_illegal_trade,months_since_last_inquiry_not_recent,0.17562847841916474,0.05234941456096685,0.17562847841916474,0.05234941456096685,3892,0.12327906385819788
maximum_illegal_trades_over_last_year,nr_inquiries_in_last_6_months_not_recent,0.13138821220390542,-0.05194057885589511,0.13138821220390542,0.05194057885589511,9871,0.18332879105980054
maximum_illegal_trades,nr_total_trades,0.12500493728546144,-0.05190113660945365,0.12500493728546144,0.05190113660945365,9871,0.17690607389491508
nr_trades_insolvent_for_over_60_days,nr_total_trades,0.1459001320393662,-0.051719815921553426,0.1459001320393662,0.051719815921553426,9871,0.1976199479609196
percentage_of_legal_trades,nr_total_trades,0.20926059278758008,0.051253752101132276,0.20926059278758008,0.051253752101132276,9871,0.1580068406864478
nr_trades_insolvent_for_over_60_days,nr_inquiries_in_last_6_months,0.23375699110468148,0.04860978237881091,0.23375699110468148,0.04860978237881091,9871,0.18514720872587057
nr_trades_insolvent_for_over_60_days,nr_inquiries_in_last_6_months_not_recent,0.23410749820316748,0.048314335354913765,0.23410749820316748,0.048314335354913765,9871,0.1857931628482537
maximum_illegal_trades_over_last_year,nr_inquiries_in_last_6_months,0.1339117626120754,-0.04819033978822486,0.1339117626120754,0.04819033978822486,9871,0.18210210240030028
average_duration_of_resolution,maximum_illegal_trades,0.12903532147572372,-0.04700436064161941,0.12903532147572372,0.04700436064161941,9871,0.17603968211734314
nr_inquiries_in_last_6_months_not_recent,percentage_trades_with_balance,0.2040353551311916,0.04590731532990308,0.2040353551311916,0.04590731532990308,9853,0.1581280398012885
nr_inquiries_in_last_6_months,percentage_trades_with_balance,0.2035088539815845,0.045899256922422166,0.2035088539815845,0.045899256922422166,9853,0.15760959705916233
nr_trades_insolvent_for_over_90_days,nr_revolving_trades_with_balance,0.16057648849492748,-0.04547813377022156,0.16057648849492748,0.04547813377022156,9715,0.20605462226514903
months_since_first_trade,nr_trades_insolvent_for_over_90_days,0.16595606116927886,-0.04456938837885151,0.16595606116927886,0.04456938837885151,9632,0.21052544954813035
